id,onair
7655867,0
14879590,0
15065117,0
7553737,0
17384524,0
16334741,0
15155078,0
17183929,0
342804,0
13843180,0
14497677,0
17512644,0
17119360,0
7156472,0
14890731,0
4798090,0
7943647,0
6457433,0
15741497,0
17248195,0
9383832,0
14233192,0
14101828,0
7217108,0
5188221,0
7154268,0
904835,0
16591301,0
8726415,0
13838113,0
992911,0
15402802,0
992826,0
992758,0
16328300,0
5168057,0
16984495,0
17155090,0
14100481,1
13182124,0
4600001,0
8200986,0
7675414,0
13731064,0
5578084,0
14098775,0
16265267,0
13836324,0
9663476,0
8069338,0
14097655,0
15015091,1
13310978,0
13573104,0
11738082,0
13833738,0
7411881,0
1410001,0
10759812,0
4657207,0
12803453,0
10715797,0
17108556,0
4656706,0
2690476,0
16321555,0
7932857,0
7015337,0
6945457,0
9342313,0
9207035,0
14887751,0
7930682,0
6097264,0
16023679,0
3134933,0
12124840,0
15532656,0
5178690,0
13827802,0
6841397,0
4522325,0
8060326,0
14494599,0
1506415,0
15268796,0
17234848,0
15530696,0
15935905,0
14743451,0
9185592,0
10583674,0
15477136,0
4126176,0
17102267,0
587159,0
4125724,0
8712702,0
9687797,0
16970108,0
5566490,0
16052172,0
12120828,0
3337624,0
3599704,0
14740745,0
14740599,0
8580661,0
13429963,0
14596963,0
1763163,0
17360713,0
17361434,0
845364,0
17229293,0
13160691,0
4253059,0
13428003,0
8447968,0
992868,0
15915985,0
16022178,0
16048067,0
13819469,0
16832026,0
8182073,0
16988561,0
16569164,0
7676627,0
4116649,0
7524161,0
7001330,0
389385,0
7748209,0
7785514,0
8703477,0
6342717,0
13549746,0
3983143,0
10274558,0
9074024,0
10665855,0
15384558,0
8047269,0
12237917,0
16037075,0
13658145,0
11056155,0
14987804,0
13152345,0
594744,0
16821250,0
9612929,0
13485989,0
12284383,0
16129153,0
13136211,0
16426493,0
8376887,0
7914798,0
17472652,0
15507055,0
10919522,0
14063899,0
956218,0
6363608,0
562236,0
13535909,0
8267576,1
17351039,0
3173231,0
15108061,0
16586250,0
5182852,0
12877614,0
7629338,0
8025098,0
14970517,0
7105528,0
3302975,0
15753703,0
11997151,0
7494834,0
17455116,0
5789638,0
14046157,0
17453775,0
15355325,0
1330527,0
11030221,0
10111500,0
15098200,0
13911977,0
13918529,0
6310277,0
8930586,0
5522190,0
14420771,0
9921119,0
14531161,0
13207598,0
7093148,0
277580,0
4471850,0
670682,0
6922615,0
7092814,0
3666272,0
9713560,0
4599890,0
8048585,0
14299168,0
15740888,0
13250040,0
15162600,0
13642752,0
13430030,1
15739405,0
11544902,0
14296181,0
15003693,0
1711816,0
7086428,0
4726335,0
17440326,0
6822682,0
17102007,0
529790,0
17044806,0
16128645,0
10623199,0
6428806,0
16390266,0
5789814,0
609319,0
13244780,0
14947088,0
15340293,0
16079033,0
10489383,0
13241453,0
16519202,0
9309609,0
17173032,0
16189355,0
17041232,0
14177924,0
15335446,0
13893646,0
15335630,0
13622477,0
14148014,0
11614378,0
8113089,0
14880681,0
17394416,0
15855324,0
11889357,0
9215538,0
17521921,0
15231709,0
13880373,0
9086101,0
14387549,0
1003616,0
17274724,0
15310368,0
11448649,0
10312447,0
13853621,0
13438330,0
3885413,0
555200,0
13873517,0
16676097,0
16096916,0
7178107,0
14124208,0
1555621,0
16595487,0
14007169,0
13725714,0
15925367,0
10469392,0
16446474,0
14278200,0
4438891,0
16578724,0
13882366,1
15199234,0
13817339,0
13195467,0
16489063,0
9662960,0
8076566,0
4123738,0
4801194,0
3205932,0
17293740,0
10186640,0
6789549,0
16463673,0
8602527,0
15795428,0
60395,0
6794402,0
14090102,1
13956439,0
7686827,0
12819296,0
12793284,0
16281492,0
7560965,0
12665775,0
9271301,0
4499268,0
17504328,0
3110664,0
16891242,0
957726,0
5198314,0
15176251,0
17274440,0
13621272,0
5496523,0
7540650,0
12198477,0
9627623,0
1210559,0
4682757,0
13183187,0
619010,0
5618527,0
5591560,0
254996,0
8602130,0
13098510,1
9120151,0
9702220,0
15737705,0
15207233,0
11145391,0
17167680,0
15097282,0
14999359,0
1393337,0
16565594,0
9522785,0
634906,0
14986446,0
2266249,0
8078115,0
15864747,0
14363675,0
9623463,0
14610742,0
407529,0
14050191,0
13414513,0
12181886,0
14727178,0
16570717,0
8873864,0
2173240,0
3773424,0
4177071,1
14158257,0
7281936,0
4920619,0
14713767,0
473068,0
12415307,0
14873200,0
9350917,0
5437893,0
5841085,0
15315854,0
17035343,0
3293028,0
16706760,0
5754875,0
15025286,0
8382009,0
790289,0
6521462,0
15276574,0
8504767,0
1408306,0
16062407,0
10196744,0
6796805,0
6330749,0
5641359,0
12800036,0
4002185,0
14993741,0
16224424,0
9127767,0
12161136,0
13811457,0
13929987,0
13956554,0
14035532,0
17148363,0
13322317,0
731022,0
9180835,0
16985719,0
4066288,0
12023998,0
1173180,0
574475,0
15442276,0
10491844,0
523749,1
14730796,0
8527218,0
7740789,0
8720981,0
16006861,0
12730104,0
6705008,0
16789209,1
10624568,0
7753694,0
6836328,0
2773139,0
2642108,0
7848101,0
16151401,0
10899885,0
13905874,0
17021008,0
3999011,0
5657123,0
1318625,0
9458241,0
12079677,0
283569,0
10376278,0
14046441,0
13260478,0
8279902,0
16668532,0
8143500,0
8143510,0
15096201,0
1847870,0
329109,0
4722468,0
14295476,0
1974692,0
17314564,0
15868510,0
10640799,0
8019557,0
9454659,0
14442298,0
10892239,0
3470093,0
6709124,0
17314826,0
15142907,0
13124794,0
6566965,0
8413490,0
12214755,0
14836198,0
11809998,0
12476953,0
15229662,0
17195754,0
13787885,0
16540524,0
11297691,0
14312531,0
9061939,0
16288708,0
15230681,0
533972,0
9586495,1
5662950,0
13658387,0
5781295,0
12208047,0
14707340,0
9223283,0
1993505,0
17284294,0
8023266,0
14174247,0
1357846,0
10758074,0
15757328,0
16937418,0
10885566,0
16923058,0
8010206,0
13316503,0
6568487,0
11039419,1
8407641,0
13529798,0
5258063,0
14704447,0
269065,0
12720924,0
13781846,0
14297845,0
11076,0
15084363,0
16137295,0
743918,0
853818,0
1357673,0
6699914,0
16919644,0
6954126,0
6831486,0
10624153,0
11414723,0
5262733,0
2996123,0
12598865,0
12721450,0
4308636,0
5157823,0
16414798,0
14726222,0
11056348,0
11548652,0
5011765,0
16850528,0
9206497,0
10532757,0
16372365,0
6454057,0
817963,1
9615692,0
7780738,0
13023709,0
12237528,0
15629916,0
2391655,0
13795152,0
1343501,0
9379727,0
7766206,0
15630583,0
15515696,0
295222,0
11567837,0
1241481,0
8291674,0
7112103,0
10651206,0
12617471,0
16156930,0
13666875,0
1477194,0
2002195,0
9211394,0
4099654,0
15371872,0
9736085,0
17207614,0
16159303,0
836442,0
12196029,0
14849381,0
10917256,0
9476163,0
15898940,0
16473009,0
1797967,0
14064635,0
8821866,0
16817406,0
2484751,0
7739976,1
3579458,0
7980324,0
15114185,0
14458942,0
9625134,0
10002555,0
16687778,0
9872156,0
42053,0
9741423,0
1221832,0
14066935,0
13149461,0
17082209,0
14329720,0
8300662,0
436446,0
2795795,0
14592401,0
9742789,0
4376312,0
3844593,0
8301164,0
14985947,0
9040380,0
17345639,0
8301822,0
11840817,0
16952691,0
8171079,0
16035774,0
10006488,0
834616,0
15103212,0
15365398,0
15249785,0
1734071,0
701057,0
16414427,0
14469744,0
4636360,0
13287930,0
16785555,0
11280537,1
7527757,0
17529543,0
6343203,0
4322797,0
14296469,0
16704105,0
5033338,0
16173127,0
14865368,0
1234354,0
5690943,0
8443809,0
17095053,0
8450654,0
14358178,0
8620587,0
16023055,0
15296502,0
7413584,1
2312529,0
15825284,1
11505271,0
322549,0
16105307,0
11764137,0
4214161,1
14799249,0
13730734,0
12964721,0
1410347,0
8760522,0
16519000,0
6411177,0
15979516,0
13620478,0
3911346,0
8639916,0
16111183,0
17149948,0
17018976,0
10129040,0
15305204,0
13611571,0
14388021,0
14388109,0
9024647,0
9932029,0
12301715,0
17020515,1
12553720,0
10325545,0
8238749,0
10860202,0
13602383,0
15840959,0
17151745,0
8667773,0
13995892,0
13340797,0
17283387,0
15510562,0
17021276,0
15962623,0
1948199,0
13603538,0
15055557,0
14007309,0
16235628,0
16618710,0
